product,title,rating,body
"JBL Flip 4, Black",Love the sound,5,Sound is great. Nice clear full sound for various music genres. Battery life has been very good. It charges pretty fast and maintains a charge for hours. Very convenient speaker. Also has nice bass.
"JBL Flip 4, Black","Loud, clear, durable",5,"This is the best Bluetooth speaker I've owned--and I've gone through many. I'm not an audiophile by any means, but I listen to a lot of different kinds of media on this. Great for a variety of music (even bass which small speakers like this don't tend to do well with), podcasts, and movies on my computer. It's clear, never crackly, and I've never come close to maxing out the volume.Small enough to throw in a bag, and the battery life is so good that I sometimes forget to charge it for upwards of a week."
"JBL Flip 4, Black",Love the speaker,5,Love the Bluetooth speaker sounds so good and really good quality it’s last long too
"JBL Flip 4, Black",Blown away by the powerful sound,5,"Honestly I bought this as a Christmas gift for my partner and I was so jealous ?? The sound on this speaker is so powerful! I love the vibrant red although I wanted the black one.. it’s portable, charges quickly and connects with all tablets computer and phones easily. This was one of the best speakers I’ve ever purchased.. it’s definitely worth every penny! I would advise getting a case for it especially if you work in a hands on field. It can get dirty, and it’s not a good look on the bright red. Otherwise it’s amazing! JBL is the best!"
"JBL Flip 4, Black",Battery life,3,When it is plugged in it works great. It does not keep a charge at all.
"JBL Flip 4, Black",Great speaker for the value.,5,"Love this speaker. I’m not a speaker enthusiast. If you want something that is clear and has good volume output, get this. I use it for when I’m cleaning around the house, cooking, or working outside in the yard or on my vehicle. Holds a charge well and lasts decently long depending on how loud you play music. I have not tested out the waterproof feature other than it was outside during a light rain. Do not get white unless you feel like you can keep it clean and grease free. That was my only mistake."
"JBL Flip 4, Black",Love it.,5,"My son had bought one of these little speakers and he loves it. Well I decided to purchase one and I am very happy. For a small speaker it has great sound. I only listen to jazz and I never listen to loud music. My wife loves Motown, that's what we grew up on. Well she listens to Motown when she does her daily workouts and she decided to crane up the sound. This little speaker even sounds good when the volume is all the way up. Another plus is the ability to hold a charge and it's waterproof. We took this out on our canoe and it was playing for over 4 hours, that evening I listen to it for another 5 hours and it was still going strong."
"JBL Flip 4, Black",Good for Work,4,I got this for my boyfriend for work. He works with fiber optics in his truck or sometimes outside and he uses it everyday. He said the quality and battery life are 4 stars. I’d say thats pretty good.
"JBL Flip 4, Black",Brand new and works like a charm.,5,"I already had a JBL flip 4, and I wanted another one for my work truck, because the Flip 5's don't have a built in mic for answering calls. This one works great."
"JBL Flip 4, Black",Ultra sound *,5,"My Treblab  HD7 recently quit on me and purchased the JBL  flip 4  as the replacement.Even though it looks very similar to the Treblab, it is a totally different sound box and I meanfar superior in all aspects.  If you are in the search for a speaker as such, I would highly recommendthis model. Very happy with purchase - puts the Treblab to shame......"
"JBL Flip 4, Black",Impressive!!,5,"Purchased this speaker to play music when we’re entertaining guests on our deck or in the pool. Took it out of the box, tuned it on, connected it to my iPad, and played the first song I had on my playlist. Sound quality is AMAZING!! It’s not fully charged when it arrives so I can’t comment on the battery life. It’s sturdy, easy to figure out even without reading the instructions, and comes neatly packaged in a reusable magnetic box. I can’t wait to use it more!!"
"JBL Flip 4, Black",WOW!!!,5,I bought the portable JBL Flip 4 for my patio rather than mounting outdoor speakers.  It's perfect!  The sound has great clarity and amazing sound for its size!!  I typically only need to have the volume set at 40-50% which greatly extends the battery.  I absolutely love this speaker!!!
"JBL Flip 4, Black","Good price , amazing sound, and delivered within 4 days !",5,"JBL-4 has an amazing sound . I bought one 3 years ago, and tried changing the battery disastrously.  The cost of new JBL-4s through this vendor was more reasonable compared to Target, Walmart and Best Buy!  I’m  so content with this model that I don’t really need to spend extra bucks to get the latest ;  I did , however buy two of the JBL-4s ; one for me to play in my backyard and one for my teenage music -loving son .  I don’t like to share !"
"JBL Flip 4, Black",Great Unit,4,"Bought this as a dual purpose computer and on the go unit. It sounds great hooked up to my computer, I did figure out that if you power it via plug and not usb it stays connected. Via usb it drops after 30 minutes if plugged in."
"JBL Flip 4, Black",Good Sound and Pairs with Multi Devices,5,"I got this speaker cause my coworkers had Jbl Flip 4 and 5. So I got the 4 and I love the pattern. My other speaker which was Altec Lansing could not pair with my computer when it paired with my phone but this speaker you can pair with multi devices. Recommend seriously, no cap."
"JBL Flip 4, Black",Ish bangs,5,"Just got this guy today, so giving a review based on initial impressions. Will update if there are any issues. Perfect size. Compact enough to be thrown in a bag or even carried in hand, but big enough to have some solid base and sound. It feels sturdy and had some nice packaging.  It connected with my phone and laptop pretty much instantly. None of that bluetooth bs. So far I'm very happy with it. My only gripe is that it only comes with a charging wire and not the plug."
"JBL Flip 4, Black",Super Sound,5,I was very surprised by the sound quality. I definitely recommend this bluetooth speaker.
"JBL Flip 4, Black",Not the sound quality I expected,3,"I decided to go cheaper and relied on the JBL brand. Sound is OK, but not nearly as good as the UE Boom 2 I have."
"JBL Flip 4, Black",Great speaker,5,When i buy something i always focus on price/quality combination. In this case for a speaker under $100!!!!!! No question asked.Of course if you want to run a party for 100 people on your 2 acre back yard you need something stronger but obviously get ready at least $300.
"JBL Flip 4, Black",Still The Best ??,5,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 One of the best speakers you can buy. FW update gives you a little more bass. The size the sound the speakerphone everything is great on this speaker. This is my 5th Flip 4. Rather have this than a Flip 5. Looks great in white. Still the champ in this size and category. Crisp clear and a deep rich bass for this size."
"JBL Flip 4, Black",Love it!,5,"This is portable, light weight, with a full sound. I use it every day at work and at home."
"JBL Flip 4, Black",... this speaker for about two months now and I love it. I can hang it from a tree ...,5,"I've been using this speaker for about two months now and I love it.  I can hang it from a tree during a party and it fills the back yard pretty well.  I can take it out on the water and it can fall into the water and I don't have to worry about it.  I even started leaving it in my office to charge because the sound and bass are really nice.  Not enough to blow away your home theatre speakers but really surprising for this things size and price.To top this all off, battery life is fantastic!  I've never had an instance where I've run out of battery life or even had to worry about that.  I've left it on during parties for more then 8 hours without issue.Overall an amazing speaker!"
"JBL Flip 4, Black",Nice portable take with you everywhere speaker,5,"Same day shipping.  Have only used once.  The sound quality is great & the speaker projects well outdoors despite it's size.  My concern, based on other reviews, is how much play time I get between charges - only time will tell.  I'll edit & update this review as necessary."
"JBL Flip 4, Black",A great small speaker...better than expected for it's size...,5,"I have two Charge 3 units with which I have been very pleased.  I purchased the Flip 4 for a smaller space, but was surprised to find that it sounds very nearly the same.  This is a fine small easy to tote Bluetooth speaker.  It's a good value and covers the frequency spectrum uniformly.  It is neither peaky nor strident.  It sounds about as good as a speaker this size can possibly sound.  I doubt I'll be testing the waterproof characteristics of it any time soon...under water is not my preferred listening venue.  I bought the white one (my Charge 3's are black) and the unit ""looks"" great.  I've used JBL for over 50 years (before Harman Kardon got in the act) and it is brand worthy of my trust."
"JBL Flip 4, Black",Outstanding,5,Sound quality is off the chain for such a small speaker! We LOVE IT ! Now my 16 year old wants one. My mom got this same one as a gift. I was so impressed I bought it for my boyfriend and we can both enjoy it! It’s a win win!
"JBL Flip 4, Black",Fantastic Speaker,5,"I spent lots of time reading reviews and weighing the pros and cons of the $100 Bluetooth speakers market. I settled on the JBL Flip 4 in early summer, and it was a great decision! Like stated in the product description the battery life is phenomenal. I generally don't listen on more than half volume and I'll go weeks without charging. The design is sleek and functional, and its small size means you can bring it everywhere and put it anywhere. The sound is very good in all varieties of of music, I listen to rap, country, rock, jazz, big band, choir, really anything sounds great. I really like the red color, it pops in every environment so you won't forget it on the beach or on a rock by your camp fire. Fantastic speaker for its price and size!"
"JBL Flip 4, Black",Solid Speaker,5,"I only use this speaker while I’m in the shower. I never tested the waterproof capabilities though and I don’t plan too. Sound is good considering the size, Bass is there but about what you’d expect from a speaker this size. Battery life hasn’t irritated me."
"JBL Flip 4, Black",Battery life sucks,2,"Bought 2 pcs (one for my bro as a present) in 2018. We were completely satisfied by speaker's quality, but, after 3 years both of units dropped their battey life suddenly, means, after being fully charged after 1/2 hour of usage it just shuts down. Once plugged to recharge, almost immediately shows full charge, but then again, all that repeats... Our time of enjoying the product appeared to be very short."
"JBL Flip 4, Black",Great sound!,5,"This thing is great. I owned the bigger size, but bought the small one for travel. Love it. Plenty loud for your hotel room or balcony or beach or pool without being too annoying to others. Sound quality is fantastic. I haven’t tried to dunk it under water or anything. Battery will last several hours"
"JBL Flip 4, Black",LOVE THIS!,5,"This speaker sounds awesom and for something so small I was very pleased. It arrived quickly, and was really easy to pair to my phone. I will be getting the larger size soon so I can pair it with my TV and when you have 2 of the same brand you can pair the 2 of them."
"JBL Flip 4, Black",Great for what it is,5,"I'm not a sound buff who sits in a chair savoring the true reproduction of a musical sound track, I just want something to push out a decent sound without distortion while I'm working in my workshop. This does a great job. The sound is full and satisfying. It's easily portable with several hours' battery life. I usually run it from my mobile phone, and the bluetooth connection is dead easy. You can control the volume on either the speaker or the phone.  I like that when a phone call comes in the music is muted, but I don't love that the phone call sound comes through the JBL device. I hope there's a simple way to prevent this, I just haven't bothered to look. All round, it's a great product."
"JBL Flip 4, Black",Look no further than JBL!,5,"I'm convinced that JBL produces the BEST portable/compact Bluetooth speakers ever!  The sound quality is AWESOME for such a low price.  I'm using this for my jet ski and it really fits well.  This speaker is good for multiple rugged outdoor conditions.  If it were possible on Amazon, I'd rate it with 17 stars."
"JBL Flip 4, Black","It has a short, sometimes works, sometimes doesn't",3,"I bought this back in January, and I didn't love it even at first. The base is way too basey, and the volume was super lacking. But after a couple of months, it started shorting out. I'd be listening to a program, and it would cut out. The only way to fix it was to turn the thing off and re-start it, and there was still no guarantee that it would work. Now, 8 months later, all of these issues seem to have increased. The base drowns out the treble to the point I have a hard time making out words in songs, the volume is lower than at first, and it shorts out all the time now. Definitely a lemon."
"JBL Flip 4, Black","Amazing Quality, Durable Design, Absolutely Perfect.",5,"Unbelievable sound quality in a super durable device. I've been a Bose customer exclusively for many years, however, after replacing my Colorwave speaker for the 3rd time, I decided to venture out and give JBL a shot. I'm honestly only disappointed I didn't make this move sooner. Simply cannot go wrong with this speaker."
"JBL Flip 4, Black","Great sound, easy set up, extremely portable",5,"I've bought a couple of these JBL speakers, which are not the cheapest of their category, but seem to have far superior sound to the others I've heard. It 's handsome and durable little product which paired easily via BlueTooth to my computer. No batteries -- it's charged via USB cable. I haven't tried it underwater, but seems fine on land."
"JBL Flip 4, Black",Great portable speaker with great color,5,"I ordered the teal version for my wife as a mother's day gift because it's her favorite color and this speaker had generally favorable reviews.  A lot of other portable speakers have unattractive designs or color options, but this hits the mark.  Pairing via bluetooth was easy on an iPhone XR and Android phone.  I have not tested the app, but it's not needed unless you want more advanced options or pairing multiple speakers.  Speaking of, this speaker has the ability to connect to other JBL speakers to create a sort of surround sound environment.I'd highly recommend this speaker to anyone looking for one.  Charges via micro usb and holds a charge for a long time."
"JBL Flip 4, Black",It works every time,4,"This is the best blue tooth speaker I’ve had. It’s my forth try. What I love is that it connects every time, I never have to fight with it like I did with the bose.  I was a little tossed up about the sound quality, this has more percussion than the bose but the bose has a fuller mid-range. I decided to go for the percussion because it works & for exercise percussion may be more important anyway. I sure wish I could marry the 2 for sound purposes."
"JBL Flip 4, Black",Awsome,5,"My roommate had one and it kicks ASx!! So good I had to get my own, You should too. Big sound!!!"
"JBL Flip 4, Black",wonderful,5,For about the size of a soda can you can have amazing sound quality
"JBL Flip 4, Black",It's worth it!,5,I bought it for my son 15yo for his soccer self-practice. He and his friends loves that speaker! I thought it is little expensive but sound quality is awesome and battery life is quite good! One of the best stuff I bought it for him!
"JBL Flip 4, Black",Gift for dad. Decent speaker with decent battery and sound not super loud but a good loud speaker.,4,Great for the price. 5 stars is a high bar. So I give it 4
"JBL Flip 4, Black",Easy to use,5,Use for music outside
"JBL Flip 4, Black",It's OK,4,"The sound is really good. But the sound doesn't match up with the lips when you're using bluetooth... which is more of a bluetooth problem overall. If I had known I would've tried to get an RF wireless speaker.Also, the bass is so loud you have to turn it off to listen to movies. But it won't turn the bass off from the PC it has to be turned off from the speaker which requires you to hold the bluetooth and lower volume button at the same time for like 15-20 seconds. Which is a pain in the ass and something the instruction booklet didn't tell you about.Besides that, it sounds pretty darn good. The battery lasts a long, long time."
"JBL Flip 4, Black","Not bad, but far from perfect",4,Optimum battery life only lasted about 3 months. It’s already beginning to struggle holding a charge. One of the cones broke within three days. The speakers cannot handle heavy bass.
"JBL Flip 4, Black",Great gift and fantastic sound,5,I bought this JBL because my son has the upgraded version.  I LOVED the sound quality from that do when my husband said he wanted one like his but smaller. I purchased this and a case to protect it. He was very happy. Just what he wanted.
"JBL Flip 4, Black",Great value,5,Great value
"JBL Flip 4, Black","Such a great speaker, we bought a second one!",5,"We purchased one after seeing positive references to the Flip 4 on every other bluetooth speaker review.  We were so impressed with the Flip 4, we bought a second one.Bottom Line:  A GREAT speaker.  Highly recommend.The sound quality is superb (inside and outside), volume is excellent, Battery lasts, and the build is outstanding.Love that it's water-, dust-, sand- proof and can be washed with some dish soap.Ended up buying a second one - and while the party/stereo feature of two sounds even better - a single one sounds nearly as good as having the two.We also have a Sonos Play 1 - and the Flip 4 matches (and may exceed) the sound quality of the Sonos.Overall, a GREAT speaker."
"JBL Flip 4, Black",It's great sound,5,Best sound for size
"JBL Flip 4, Black",The sound is great! The two-device system is flawed however,4,"The sound is great!  The two-device system is flawed however.  If my wife is using the speaker, and I am in the house and get a text message, then my phone overrides hers on the speaker.  So one of the phones has to be totally disconnected from the speaker or you end up with a battle of phones.And it doesn't have to be that way.  I have a set of inexpensive bluetooth headphones that handles two devices flawlessly - on those headphones 2 devices can be paired to it at once, and the 2nd NEVER overrides the first.  If I stop the music on the first device, then sound from second can come through.JBL, a leader in audio, should have figured this out already."
"JBL Flip 4, Black","Portable, waterproof & amazing sound volume!!!",5,"I play music in the morning for students entering the building, it slips right into my pocket and blasts like I'm at a concert!"
"JBL Flip 4, Black",Doesn't work anymore,2,This worked great for a few years but has since stopped working and is now nothing more than a paper weight. :(
"JBL Flip 4, Black",Blast Your Doors Off!!!,5,"This blue-tooth speaker blew ALL my teeth off. Very powerful, although my Dentist is quite upset. Don’t let them tell you size matters. This speaker is so powerful, I plan to use the sonic blast to blow open the Safe door on my best Vegas-Casino heist."
"JBL Flip 4, Black",Cute but loud!,5,"This thing is the bomb! I contemplated buying a small speaker for long time and I am glad that I went with this when I finally decided to pull the trigger. Killer quality and has a little subwoofer built in! Also, I really love the outside pattern - it sets my apart from all my friend's."
"JBL Flip 4, Black",After using for 2 months not hold the charge,3,Sounds is good but not hold the charge
"JBL Flip 4, Black",Good speaker,5,"Its a good speaker for sure. The Bluetooth is great, you don't have to reconnect every time, just turn it on and hit play. You can Bluetooth phone calls/talk thru it which i like a lot. The down side is its not a 12 hour battery. Mine last 8 jors max and when its cold it only last about 4 hours . Other than the battery life in happy with it"
"JBL Flip 4, Black",Blech,2,"Bottom line is it does not sound good. There is no EQ, and the crossover is very poorly tuned. Great if all you want is 1k-4k. Bass & low mids are non-existent. Distorts at low volume. Maybe if you bought a subwoofer, too. Very disappointed, as I chose JBL due to satisfaction with past products. Super non-helpful documentation and product support online."
"JBL Flip 4, Black",Satisfied!,5,"Great Great speaker. Connects very fast, superb sound quality."
"JBL Flip 4, Black",Great Product! Couldn't be more impressed.,5,"I could not be more impressed with this product. The sound quality is excellent and the sound levels are impressive. Its so easy to pair with your phone and best part is, IT CAME CHARGED. JBL is doing it right!UPDATE: Still so so happy with this speaker and the battery lasts a very long time, I have listened for 12+ hours at times and the battery still has a fourth charge. And the LED battery life indicators are a big help for when you need to see how much power it has left. The amazing sound of these is impressive. And I have since bought another for a friend because I was so impressed with it. I would recommend this speaker to anyone looking for a good reliable Bluetooth Speaker. Cost 100, would  definitely buy even if it was 200"
"JBL Flip 4, Black","Tough, Waterproof, Compact, Sounds Good, Perfect in the golf cart.",5,"Should have written a review of this months ago. I bought this because it was water proof and I like to have it with me on the golf course. It is well made and tough and the sound quality and amplification is great. Fits in the cup holder of a golf cart. Battery lasts at least 5 hours with conituing play. I liked the one I bought for my golf bag so much I bought another one for my office. My friends like it so much 5 of them have bought one for themselves. JBL has always been recognized as a quality speaker manufacture, this lives up to the legend. As good as a Bose mini ant less than half the price. You will not be disappointed."
"JBL Flip 4, Black",I love this speaker,5,"It is sturdy, loud, and doesn't complain when the battery is low, it just has that light. That red light that says ""Hey; charge me, man. I'm down in volts.""Great speaker, and that it connects to others like it is way more fun that running cables.Me human that can typing this review."
"JBL Flip 4, Black",Great choice and great investment,5,"It’s a very easy to use Bluetooth speaker and I’ve been using it for a week now almost everyday. It’s high quality and loud one (not super loud but good enough), connects quickly to my phone. Updating its firmware took 30mins but I don’t mind cause you don’t need to update it regularly. Enables you to talk through it and you can also connect it to another JBL speaker and sync them to play at the same time. Overall 5/5"
"JBL Flip 4, Black",Great Quality for a decent price!,5,"I bought this speaker twice now. One for myself, and most recently as a gift. it is well loved!Primarily use it on our kayaks or by the pool. the splashproof feature is what sold me on it.the Bluetooth connection is incredible! I can leave my phone on the charger in my house and it easily reaches to the pool deck without interferene.sound is great quality for such a small speaker!"
"JBL Flip 4, Black",This is our second one.,5,We temporarily left one in a vehicle being repaired.. couldn't live without this awesome speaker so we knew we could have it next day-- just with a click we happily own and use two. One for the pool and one for the bbq ????
"JBL Flip 4, Black",It’s best,5,It’s alr
"JBL Flip 4, Black",Great sound,5,I bought this to take out on my small boat so we could have some music and it's great because it's waterproof so I don't have to worry about water spray and it gets pretty loud and sounds clear. The battery life is great it lasts me all day depending if it's used continually or not and if using blue tooth or aux cord.
"JBL Flip 4, Black",Powerful sound in a small device,5,Love the sound quality and style. Wish the battery lasted longer.
"JBL Flip 4, Black",Calidad del sonido y facilidad en el manejo,5,EL EQUIPO SOBREPASO MIS ESPECTATIVAS EXCELENTE ADQUISICION
"JBL Flip 4, Black",Great for my work van.,5,"Nice little speaker. Bought for my work van so I can play music and podcasts from my phone. Works good. Super easy to connect and battery life has been great. Sound quality is good but could use more bass. If it is not loud enough there is a ""high frequency mode"" to boost the volume a little."
"JBL Flip 4, Black",Ok speaker but terrible battery life,3,"I am a restaurant manager with stagehand and sound engineering experience. This speaker is a good speaker if you play music at 75% volume your less. When working in a loud restaurant sometimes it needs to be turned up louder and this speaker doesn’t get as loins as some of the others I’ve had so at times, depending on the kitchen, it was too faint to really enjoy.BATTERY LIFE: is a huge issue. Incase you don’t know, the higher the volume the more power the speaker consumes. I had about 30% battery, I plugged it in to the wall and after about 30 min to an hour it was dead even though it was plugged in.The speaker can use more power than what the charger can deliver. On top of that it doesn’t come with a block just a usb cable. So you better hope you have an extra block laying around.For the price you are paying for the speaker you should get a fast charge block with it."
"JBL Flip 4, Black",Big quality sound for a great price,5,"I purchased the same product about 1.5 years ago but made the mistake of buying it refurbished to save a few bucks. The battery eventually wore down to holding less than an hour charge and before the first year was up I couldn't recharge it anymore so had to dump it. But, this same model is at such a great price I'm buying it new and love it! the sound is huge from this small speaker, it fits in a golf cart perfectly, holds a charge for about 7 hours so far at 100% use, and the price is great! I did my research and this is the best model unit for the sound and price. You won't be disappointed. And buy new, refurbs are a waste of money."
"JBL Flip 4, Black",This is a kick-but little speaker!,5,"I absolutely love this speaker.  Its got great volume - and the battery lasts hours and hours.  I charge mine once or twice a week, and I use it hours daily.  Sound quality is great - the Bluetooth connection is solid once you get it set up, but it was hard to get my phone to connect the first time.  Though that may totally be a DEU problem lol."
"JBL Flip 4, Black",Great sound,5,I liked this speaker so much I bought this one as a replacement to the one I had received before as a gift.  I needed to buy a replacement because the first one stopped accepting a new charge and just stopped working.  So know that this speak has a built-in obsolescence.
"JBL Flip 4, Black",Literally good bang for your buck,5,"Quality sound, good bass without distortion"
"JBL Flip 4, Black","Solid unit, affordable portable sound",4,"About the size of a large can of energy drink, but good sound for the money. A bit light on the bass, but good enough for 90% of music."
"JBL Flip 4, Black",Excellent speaker phone,4,"For a device about the size of a 16 oz beer can, this has very good sound.  Is it a replacement for high quality speakers as some have said? Not even close!  But I don't think it is reasonable to expect that from a device of this size.  Part of my reason for selecting this particular model was for use as a hand free speaker when I work in remote, mobile offices.  This thing excels in that role.  With a group of people in the room, 8-10' away, they can speak in a normal voice and is very clear to the person on the other end.  It also does a good job of canceling back ground noise."
"JBL Flip 4, Black",Perfect for everything,5,"Love every detail, sound quality and battery life. It's worth it. Won't hesitate"
"JBL Flip 4, Black",PLANNED OBSOLENCE?,3,"It worked for about 3 years, but I am surprised it's life is over.  It seems like it's charging but when disconnected it won't turn on.  Doubt we'll replace it with another JBL speaker."
"JBL Flip 4, Black",High Quality Speaker,5,"This speaker is amazing. The sound quality is great and I love listening to music and podcasts in the shower. It’s waterproof and durable. I dropped it a few times and it hadn’t taken any damage. The battery lasts a long time, too. It’s a great buy!"
"JBL Flip 4, Black","Jaw-dropping, crystal-clear sound",5,"Where's the option for 10 stars? This has jaw-droppingly rich sound. I couldn't believe my ears as I stood in awe listening to this play 2Cellos' ""With or Without You."" The acoustics are absolute perfection; crystal-clear, with base notes having real depth and vibrato to them as if I were listening live. Simply amazing. I bought this because my friend had a waterproof speaker from another brand that we took kayaking with us - hers cost twice as much as this one but this one is smaller and sounds incredibly better. I am in auditory heaven!UPDATE: 7/23/2017I took this kayaking tonight. Without going into details, this speaker ended up accidentally, completely submerged in the lake... and played beautiful music the entire time. So, I am updating my review to add, this is tested and verified waterproof as advertised!"
"JBL Flip 4, Black",Simplicity of the speaker and clean sound,4,The speakers are great in.a small space ... but go outside and they can't compete with the collection of outside noises. You open your eyes and realize how weak the speaker is amazing sound indoors a quiet house and one of my two speakers will not charge and Amazon requires I speak with JBL rather than process of product exchange after all JBL has a lifetime warranty and replacement of 1 to 3yrs these days. It is in the connection from the charging cord to the device.
"JBL Flip 4, Black",Great Speaker,5,"Love this speaker, it has great sound from such a small, compact speaker. I really love it! Highly recommend!"
"JBL Flip 4, Black",JBL Bluetooth Speaker,5,"Sound, battery life, connectivity, is great, I really enjoy my speaker. I use it for traveling to listen to my music I have on my phone, or pandora! Good price! ??"
"JBL Flip 4, Black",A really great sounding product,5,"I don't normally do reviews.. (only negative ones) by I'm actually astonished at how good this sounds compared to other portable speakers.We use this speaker in the kitchen and outside on the patio, typically streaming music from bbciplayer (radio 1), amazon music etc.We use it every day really.(Note: I don't use this to truly 'listen' to music as I have a high end amp / speaker setup for that...)I've been through 3 or 4 $30 ish, cheap speakers (returned a few of them) and I am amazed with the difference of how this sounds.Its just got decent volume and all around sound (good bass/treble etc).You do get what you pay for and paying a bit extra for this was defiantly worth it.(FYI. I'm not been paid etc for this review...)"
"JBL Flip 4, Black",Great when we’re outside in our hot tub. Sound quality is great. Small but mighty,5,"This is surprisingly small but mighty. Easy to use, very portable, sound quality is great. No worries is gets a little moisture."
"JBL Flip 4, Black",Big Sound. Small Footprint.,5,"These little speakers are amazing! I use mine at work, and bring it home on the weekends. I liked it so well, I bought another one for my significant other. We tethered them together, while Camping, a couple of weeks ago. Had surround sound at the lake.Well worth the money..."
"JBL Flip 4, Black",JBL Flip 4 vs. Trelab HD77,3,"I purchased both the JBL Flip 4 and the Trelab HD77.  Both are good speakers for their size. I was impressed with the volume output from relatively small speakers, but found the bass disappointing in both.  Lack of bass is to be expected for the small size.  I did find that placing the speakers in a corner or under kitchen cabinets made a material improvement to the lows for each. I think you can get the same effect by placing them in a medium size open cardboard box as the bass reflects off the walls of the box.  I would be relatively happy with both, but ultimately I'm keeping the Trelab as it was 14 dollars less at 66 bucks compared to 80 bucks for the JBL Flip 4.  In addition, the trelab is slightly larger weighing in at 11 ounces compared to 9.2 ounces for the JBL Flip 4."
"JBL Flip 4, Black",What a Delightful Speaker,5,"Amazing little speaker!! It is great for listening to music or taking calls for work.  The sound quality and weight are perfect for the size.  I have used it near water, in the house, in the garage, and on the go.  I enjoyed it so much, I have given them as gifts too."
"JBL Flip 4, Black",Great Speaker,5,"Wonderful speaker, worth the money."
"JBL Flip 4, Black",Excellent Speaker!,5,"I bought the JBL Flip 3 on the recommendation of friends who rave about their JBL bluetooth speaker. I bought this one on Amazon while on sale and have been thoroughly impressed with the sound quality, volume, and range. I use it while working out, on my bike trainer, working in the garage, or just hanging out with the kids outdoors. I could not be more pleased with it at this point in time! I also purchased a travel case, which I highly recommend for protecting your investment."
"JBL Flip 4, Black",Sounds real good,4,Battery could last longer
"JBL Flip 4, Black",Get a color you like.,5,"I bought this for my mom, she loves it! I actually bought her two so that she can have a small surround sound system on the go. I have owned JBL speakers for years and they have never let me down. The sound is great, it has a little base but it's not enough to distort the audio."
"JBL Flip 4, Black",Love this speaker,5,"I love this speaker. I have had others that were very disappointing. This was great. It started with the packaging - lovely - nice tabs, organization, box. Then the sound! Terrific! I am not a music snob, but I am somewhat picky about sound and the sound from this speaker is wonderful. I am very pleased."
"JBL Flip 4, Black","Great Sound, Good Value",5,"This is the best of the 5 bluetooth speakers in my possession. I think it is also the most expensive, but you get what you pay for. The main use for this item is playing music from my bluetooth transmitting device, and it does connect very quickly when I power it up.As far as sound quality, it is what I would expect from JBL. I  currently own consumer as well as professional sound reinforcement speakers from JBL. The Flip 4 exceeded my expectations - considering the price. By the time I want another similar item, maybe the Flip 5 or 6 will be out by then. I can't wait to hear how the future will sound."
"JBL Flip 4, Black","Buy 1, not 2.",5,"The speaker is excellent. I used two, paired in stereo, with a Fire tv. First I tried connecting one speaker to the tv by Bluetooth and then linked the two speakers using JBL Connect app. This resulted in intermittent static which went away when I connected the first Flip to the tv with a cable. I then connected the 2nd Flip to the 1st with JBL Connect app. This cleared the static but the app isn’t reliable. It switches off stereo sound without warning. If you are buying one it’s a good product. If you are hoping for reliable stereo (which is excellent when functioning) there must be a better product. I returned mine. Great hardware is undermined by JBL’s unreliable  software."
"JBL Flip 4, Black",Powerful little speaker,5,"Bought this speaker for my 16 year old son. It has nice sound, he was able to connect the Bluetooth from his phone to the speaker in seconds. Battery life lasts most of the day for him and he uses it for everything including music, gaming, watching TV, etc. He uses it everyday & is pleased with the purchase."
"JBL Flip 4, Black",Awesome speaker with fantastic sound!,4,"This speaker looks and sounds amazing! It is just the right size and the battery life is fantastic. I love that it is waterproof and durable because it gives peace of mind during our outdoor activities. It arrived just in time for our camping trip, everyone raved about the speaker and asked what kind it was/where to buy one. The only reason I gave it 4 stores is because I wish there was a button to skip a song on the actual speaker. It's not a huge deal or a deal breaker though. I can skip songs and change volume from my Fitbit or phone so it is still manageable but I would love to have that feature in a future model."
"JBL Flip 4, Black",Great Sound,5,Excellent bass and overall sound quality.
"JBL Flip 4, Black",Updated to 5 stars,5,"UPDATE: Does last 12 hours if not all the way up 100% volume on a bicycle out on trail. It works 12 hours inside. It works 3 hours full blast on a bike. Got caught in major downpour, left in my water bottle cage. No problems just cleaned the dust from another ride. I would like 12 hours on full blast. Can’t complain though.Original: Just a little over 3 hours of battery life on a FULL charge. How is this close to 12 hours?"
"JBL Flip 4, Black",Auto play,4,"The sound is great, so far the battery is great. But when you go out of range and come back in range it should start playing automatically. Although the range is a lot further than my old one."
"JBL Flip 4, Black",It Bumps,5,Loudest Bluetooth speaker on my block tell you that
"JBL Flip 4, Black",Won't hold a charge - sound cuts in and out,3,"I've had this speaker for less than 2 years. I LOVE the sound quality (for the most part). About a year ago, the battery life began to decline. I was not able to listen for more than a couple hours before needing to plug it in and re-charge. Now the speaker will show a full charge (all dots lit up) but will die and shut down within a half hour at times. Also, when playing, the speaker will cut in and out and makes scratchy noises before it dies completely. I thought that at this price point I'd have something that would last a lot longer and I'm pretty disappointed."
"JBL Flip 4, Black",pretty good,4,works great sounds amazing but when i’m connected to my phone and try to take a video on snap it stops playing on the speaker and it switches back to my phone audio
